epoch,train_l1,train_stft,train_silence_penalty,train_total,val_l1,val_stft,val_silence_penalty,val_total,lr,epoch_seconds
28,0.015322877580506935,0.13082536652132318,0.012492808264990647,0.14614824405698865,0.01250885987481583,0.12770068669511425,0.011388829631370402,0.14020954625260446,7.5e-05,192.3030800819397
29,0.016182190959376317,0.1331098466007798,0.01283553361427039,0.14929203791198908,0.012684635292257994,0.12750459450387186,0.010088103128627183,0.14018922972102318,7.5e-05,202.0610659122467
30,0.016301932625679506,0.1331250995259594,0.012700764609811207,0.1494270323465268,0.01237542877694772,0.1251641770284022,0.01053370450315396,0.13753960714224847,7.5e-05,202.53683400154114
31,0.016115111126391975,0.13304158696145924,0.012375424573353182,0.14915669800506698,0.012392927182748193,0.1259971843852151,0.010290216613934571,0.1383901121875932,7.5e-05,198.1495327949524
32,0.015946803103132106,0.13078127889721483,0.012237481202033383,0.1467280819736145,0.012741447550304714,0.12788604860824923,0.009667606575824779,0.14062749498313473,7.5e-05,194.08340907096863
33,0.015871678531618305,0.13136538389932226,0.012883224894499614,0.14723706284055002,0.012566022037888968,0.12598070826741956,0.01019577293529085,0.13854673048180918,3.75e-05,195.24490594863892
34,0.016030845634156354,0.13322045736842686,0.011883905428220277,0.14925130280079665,0.01229323307427788,0.12380586468404339,0.009992880780520219,0.13609909770950193,3.75e-05,209.40781807899475
35,0.015735113055065825,0.1317931676628413,0.012451021831172209,0.14752828084208347,0.012464674786784716,0.12459134911337207,0.010427011894212374,0.13705602504553333,3.75e-05,198.16749000549316
36,0.015893138838173063,0.1296524949233841,0.01245156858133635,0.14554563404785262,0.012548357105603623,0.12398727550621956,0.009082891208480203,0.13653563299486715,3.75e-05,201.78335881233215
37,0.016398179973475636,0.13230828449681953,0.01250520798774367,0.14870646440044596,0.011985785556927083,0.12733028817080683,0.015523205182680319,0.13931607479049313,3.75e-05,207.54101085662842
38,0.015500881212453048,0.13016932016169583,0.01254580128610272,0.14567020154661603,0.012907342527121786,0.12663466603525222,0.009433339319882853,0.1395420092007806,3.75e-05,204.45230221748352
39,0.016160486746337955,0.1322239076649701,0.012018802620608497,0.14838439397237918,0.01249856070329946,0.12497091341403223,0.010875300051749593,0.1374694745867483,3.75e-05,209.19358825683594
40,0.01617652501186563,0.13222148004505369,0.01267435179454171,0.14839800538288223,0.012685129738172455,0.1250581419275653,0.01064519093826323,0.1377432721276437,1.875e-05,201.67856001853943
41,0.015965576542334423,0.1302753744026025,0.012822952946751481,0.14624095125882713,0.01265237839411824,0.12486765257293178,0.01088556393980041,0.1375200317030953,1.875e-05,185.29555583000183
42,0.01611332009649939,0.13259304370041247,0.012357953036445435,0.14870636399697373,0.01256987601969271,0.1245636500177845,0.009800743198983611,0.1371335263454145,1.875e-05,189.98805809020996
